Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
28852735,09/10/2014 10:08:03 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10028,154 EAST 86 STREET,EAST 86 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/25/2014 10:08:03 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/18/2014 11:42:31 AM,08 MANHATTAN,MANHATTAN,996706,223182,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77925052153871,-73.95502456742926,"(40.77925052153871, -73.95502456742926)"
28858851,09/10/2014 09:21:15 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10018,570 8 AVENUE,8 AVENUE,WEST 38 STREET,WEST 39 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/25/2014 09:21:15 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/18/2014 11:41:04 AM,05 MANHATTAN,MANHATTAN,986590,214270,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75479785836866,-73.99155395999067,"(40.75479785836866, -73.99155395999067)"
28849770,09/09/2014 04:28:30 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10031,348 WEST 145 STREET,WEST 145 STREET,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/24/2014 04:28:30 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 03:00:25 PM,09 MANHATTAN,MANHATTAN,999711,239400,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82375973676404,-73.94413693843727,"(40.82375973676404, -73.94413693843727)"
28847109,09/09/2014 03:10:40 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10001,423 9 AVENUE,9 AVENUE,WEST 33 STREET,WEST 34 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/24/2014 03:10:40 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:59:15 PM,04 MANHATTAN,MANHATTAN,985214,213654,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75310735184767,-73.99652060857498,"(40.75310735184767, -73.99652060857498)"
28850469,09/09/2014 11:07:11 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,96 8 AVENUE,8 AVENUE,WEST 14 STREET,WEST 15 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/24/2014 11:07:11 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:53:29 PM,04 MANHATTAN,MANHATTAN,983652,208966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74024000096351,-74.00215796083117,"(40.74024000096351, -74.00215796083117)"
28844476,09/08/2014 07:49:15 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10016,135 EAST 28 STREET,EAST 28 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/23/2014 07:49:15 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/18/2014 10:48:01 AM,06 MANHATTAN,MANHATTAN,989198,209799,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74252501459804,-73.98214388549845,"(40.74252501459804, -73.98214388549845)"
28842411,09/08/2014 07:16:18 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10002,133 LUDLOW STREET,LUDLOW STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/23/2014 07:16:18 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:55:47 PM,03 MANHATTAN,MANHATTAN,987499,201684,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72025211659641,-73.9882790768288,"(40.72025211659641, -73.9882790768288)"
28840316,09/08/2014 07:11:07 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,96 8 AVENUE,8 AVENUE,WEST 14 STREET,WEST 15 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/23/2014 07:11:07 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/18/2014 10:56:52 AM,04 MANHATTAN,MANHATTAN,983652,208966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74024000096351,-74.00215796083117,"(40.74024000096351, -74.00215796083117)"
28839526,09/08/2014 05:54:01 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10001,2 WEST 32 STREET,WEST 32 STREET,5 AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Open,10/23/2014 05:54:01 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:54:37 PM,05 MANHATTAN,MANHATTAN,988156,211544,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7473151243193,-73.98590319362667,"(40.7473151243193, -73.98590319362667)"
28840530,09/08/2014 01:21:04 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10007,207 BROADWAY,BROADWAY,DEY STREET,FULTON STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/23/2014 01:21:04 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:50:09 PM,01 MANHATTAN,MANHATTAN,981718,198248,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71082135296845,-74.0091330189615,"(40.71082135296845, -74.0091330189615)"
28838495,09/08/2014 12:36:03 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10001,363 7 AVENUE,7 AVENUE,WEST 30 STREET,WEST 31 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/23/2014 12:36:03 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:51:14 PM,05 MANHATTAN,MANHATTAN,986370,212015,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.748608509377746,-73.99234874305306,"(40.748608509377746, -73.99234874305306)"
28838569,09/08/2014 11:25:50 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10026,108 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 115 STREET,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/23/2014 11:25:50 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:46:28 PM,10 MANHATTAN,MANHATTAN,997369,231709,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80265387873996,-73.95261398901886,"(40.80265387873996, -73.95261398901886)"
28838539,09/08/2014 09:04:56 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10028,1431 3 AVENUE,3 AVENUE,EAST 80 STREET,EAST 81 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/23/2014 09:04:56 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:47:59 PM,08 MANHATTAN,MANHATTAN,996319,221801,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77546057767593,-73.95642440581135,"(40.77546057767593, -73.95642440581135)"
28833265,09/07/2014 06:04:03 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10016,11 EAST 30 STREET,EAST 30 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/22/2014 06:04:03 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/18/2014 10:28:47 AM,05 MANHATTAN,MANHATTAN,988243,210915,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74558863832015,-73.98558958290958,"(40.74558863832015, -73.98558958290958)"
28833272,09/07/2014 05:10:21 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10034,241 SHERMAN AVENUE,SHERMAN AVENUE,WEST 207 STREET,ISHAM STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/22/2014 05:10:21 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:45:45 PM,12 MANHATTAN,MANHATTAN,1006543,254798,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86600810878767,-73.9194006525354,"(40.86600810878767, -73.9194006525354)"
28835939,09/07/2014 10:05:14 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10007,130 CHURCH STREET,CHURCH STREET,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/22/2014 10:05:14 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/12/2014 02:45:41 PM,01 MANHATTAN,MANHATTAN,981842,199406,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71399982184235,-74.00868616050117,"(40.71399982184235, -74.00868616050117)"
28828677,09/06/2014 02:41:02 PM,09/18/2014 10:12:46 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10007,187 CHURCH STREET,CHURCH STREET,READE STREET,DUANE STREET,,,ADDRESS,NEW YORK,,N/A,Closed,09/20/2014 02:41:02 PM,The Department of Health and Mental Hygiene could not confirm a case of food poisoning because this complaint was submitted anonymously.  The location will be inspected according to its normal schedule for sanitary inspections.,09/18/2014 10:12:46 AM,01 MANHATTAN,MANHATTAN,982254,200081,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71585263803888,-74.00720019032786,"(40.71585263803888, -74.00720019032786)"
28828702,09/06/2014 12:28:54 PM,09/10/2014 03:29:47 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10003,21 ST MARK'S PLACE,ST MARK'S PLACE,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,09/20/2014 12:28:54 PM,"The Department of Health and Mental Hygiene regulates restaurants and other establishments that mostly sell food which is prepared on the premises. New York State Agriculture and Markets regulates those establishments that mostly sell pre-packaged food, including supermarkets, bodegas, green markets, fish and meat markets, and delis. This Service Request involves an establishment under the jurisdiction of the New York State Agriculture and Markets. For complaint status, call (718) 722-2876.",09/10/2014 03:29:47 PM,03 MANHATTAN,MANHATTAN,987383,204887,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.729043616295804,-73.98869606127623,"(40.729043616295804, -73.98869606127623)"
28825225,09/05/2014 05:48:31 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10018,485 7 AVENUE,7 AVENUE,WEST 36 STREET,WEST 37 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/20/2014 05:48:31 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/10/2014 03:53:04 PM,05 MANHATTAN,MANHATTAN,987147,213420,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75246465912614,-73.98954387994742,"(40.75246465912614, -73.98954387994742)"
28824315,09/05/2014 11:11:04 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10017,GRAND CENTRAL TERMINAL,GRAND CENTRAL TERMINAL,VANDERBILT AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/20/2014 11:11:04 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/10/2014 03:36:37 PM,05 MANHATTAN,MANHATTAN,990538,213441,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75252053759573,-73.97730475021692,"(40.75252053759573, -73.97730475021692)"
28816642,09/04/2014 02:48:29 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10010,61 LEXINGTON AVENUE,LEXINGTON AVENUE,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,10/19/2014 02:48:29 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/10/2014 03:55:45 PM,06 MANHATTAN,MANHATTAN,988801,209199,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.740878377285895,-73.98357696672716,"(40.740878377285895, -73.98357696672716)"
28811670,09/03/2014 05:57:51 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10025,2656 BROADWAY,BROADWAY,WEST 100 STREET,WEST 101 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/18/2014 05:57:51 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/10/2014 03:50:38 PM,07 MANHATTAN,MANHATTAN,992682,229901,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7976971288397,-73.96954576706307,"(40.7976971288397, -73.96954576706307)"
28805431,09/03/2014 04:54:03 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10012,163 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/18/2014 04:54:03 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/10/2014 03:54:23 PM,02 MANHATTAN,MANHATTAN,984225,204738,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7286352024897,-74.0000902000432,"(40.7286352024897, -74.0000902000432)"
28807356,09/03/2014 03:02:38 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,96 8 AVENUE,8 AVENUE,WEST 14 STREET,WEST 15 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/18/2014 03:02:38 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/10/2014 03:43:26 PM,04 MANHATTAN,MANHATTAN,983652,208966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74024000096351,-74.00215796083117,"(40.74024000096351, -74.00215796083117)"
28809369,09/03/2014 10:43:10 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10013,163 MULBERRY STREET,MULBERRY STREET,GRAND STREET,BROOME STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/18/2014 10:43:10 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/03/2014 02:42:26 PM,02 MANHATTAN,MANHATTAN,985042,201502,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7197531316014,-73.99714284345185,"(40.7197531316014, -73.99714284345185)"
28799932,09/02/2014 02:15:19 PM,09/17/2014 01:16:52 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10023,173 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 66 STREET,WEST 68 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,09/16/2014 02:15:19 PM,The Department of Health and Mental Hygiene has investigated the complaint.  Owner/manager ordered to abate nuisance.  Violations of rules and regulations issued and fines may be levied as appropriate.,09/17/2014 01:16:52 PM,07 MANHATTAN,MANHATTAN,988783,221941,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7758519179656,-73.98363333148684,"(40.7758519179656, -73.98363333148684)"
28789272,08/31/2014 10:20:52 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10012,222 LAFAYETTE STREET,LAFAYETTE STREET,KENMARE STREET,CLEVELAND PLACE,,,ADDRESS,NEW YORK,,N/A,Open,10/15/2014 10:20:52 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/03/2014 02:37:49 PM,02 MANHATTAN,MANHATTAN,984974,202325,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72201207391356,-73.99738806634454,"(40.72201207391356, -73.99738806634454)"
28789688,08/31/2014 08:44:08 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10018,488 9 AVENUE,9 AVENUE,WEST 37 STREET,WEST 38 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/15/2014 08:44:08 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/03/2014 02:33:27 PM,04 MANHATTAN,MANHATTAN,985700,214521,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.755486980266795,-73.99476628859021,"(40.755486980266795, -73.99476628859021)"
28792248,08/31/2014 10:35:14 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,599 6 AVENUE,6 AVENUE,WEST 17 STREET,WEST 18 STREET,,,ADDRESS,NEW YORK,,N/A,Open,10/15/2014 10:35:14 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/03/2014 02:24:41 PM,04 MANHATTAN,MANHATTAN,985552,208691,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73948511864398,-73.99530161677221,"(40.73948511864398, -73.99530161677221)"
28786184,08/30/2014 12:31:38 PM,09/18/2014 11:37:33 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,96 8 AVENUE,8 AVENUE,WEST 14 STREET,WEST 15 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/14/2014 12:31:38 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,09/18/2014 11:37:33 AM,04 MANHATTAN,MANHATTAN,983652,208966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74024000096351,-74.00215796083117,"(40.74024000096351, -74.00215796083117)"
28779541,08/29/2014 01:38:55 PM,08/29/2014 04:43:23 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,96 8 AVENUE,8 AVENUE,WEST 14 STREET,WEST 15 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,09/12/2014 01:38:55 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,08/29/2014 04:43:23 PM,04 MANHATTAN,MANHATTAN,983652,208966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74024000096351,-74.00215796083117,"(40.74024000096351, -74.00215796083117)"
28774442,08/28/2014 01:05:11 PM,08/28/2014 03:57:39 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,96 8 AVENUE,8 AVENUE,WEST 14 STREET,WEST 15 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,09/11/2014 01:05:11 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,08/28/2014 03:57:39 PM,04 MANHATTAN,MANHATTAN,983652,208966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74024000096351,-74.00215796083117,"(40.74024000096351, -74.00215796083117)"
